"1/100",0.0012646914387881847
"1/50",0.006554776208246835
"3/100",0.015615382213619428
"1/25",0.028191637360149433
"1/20",0.044028669553080324
"3/50",0.06287160669765557
"7/100",0.08446557669911864
"2/25",0.108555707462713
"9/100",0.13488712689368212
"1/10",0.16320496289726952
"11/100",0.1933757749055398
"3/25",0.22499290141521
"13/100",0.25777111244981826
"7/50",0.29142517803290274
"3/20",0.3256698681880015
"4/25",0.3599290078931471
"17/100",0.3942810484787598
"9/50",0.4285134962297542
"19/100",0.4624138574310451
"1/5",0.49576963836754706
"21/100",0.5279285584204332
"11/50",0.5592278575042949
"23/100",0.5895649886299823
"6/25",0.618837404808345
"1/4",0.6469425590502333
"13/50",0.6734130869540731
"27/100",0.6986024632962442
"7/25",0.7224993454407027
"29/100",0.7450923907514042
"3/10",0.766370256592305
"31/100",0.7861163283707342
"8/25",0.8045758533964312
"33/100",0.8217888070225084
"17/50",0.8377951646020786
"7/20",0.8526349014882539
"9/25",0.866281306371721
"37/100",0.8788577129336251
"19/50",0.8904207681926857
"39/100",0.901027119167622
"2/5",0.9107334128771531
"41/100",0.9196110239146559
"21/50",0.9276981898305277
"43/100",0.9350478757498232
"11/25",0.9417130467975974
"9/20",0.947746668098905
"23/50",0.9532484276878396
"47/100",0.9582128870531577
"12/25",0.9626813305926544
"49/100",0.966695042704125
"1/2",0.9702953077853645
"51/100",0.973573099127563
"13/25",0.976507590011772
"53/100",0.9791276426124382
"27/50",0.9814621191040082
"11/20",0.9835398816609283
"14/25",0.9854302978510777
"57/100",0.9871115981071121
"29/50",0.9886025182551201
"59/100",0.9899217941211902
"3/5",0.9910881615314104
"61/100",0.992149213069124
"31/50",0.9930876136138509
"63/100",0.9939148848023662
"16/25",0.9946425482714446
"13/20",0.9952821256578608
"33/50",0.9958640403475805
"67/100",0.9963761867908899
"17/25",0.9968253611872661
"69/100",0.9972183597361862
"7/10",0.9975619786371274
"71/100",0.9978746816342938
"18/25",0.9981486804962536
"73/100",0.998387854536302
"37/50",0.9985960830677343
"3/4",0.9987772454038458
"19/25",0.9989421168698575
"77/100",0.9990859567641575
"39/50",0.9992109203970596
"79/100",0.9993191630788778
"4/5",0.9994128401199259
"81/100",0.9994980489658307
"41/50",0.9995720172577649
"83/100",0.999635914772214
"21/25",0.9996909112856637
"17/20",0.9997381765745994
"43/50",0.9997810823183969
"87/100",0.9998180459149293
"22/25",0.9998496866649597
"89/100",0.9998766238692509
"9/10",0.9998994768285663
"91/100",0.9999201326553784
"23/25",0.9999376258858135
"93/100",0.999952258867707
"47/50",0.9999643339488948
"19/20",0.9999741534772126
"24/25",0.9999820198004961
"97/100",0.9999882352665808
"49/50",0.9999931022233026
"99/100",0.9999969230184971
1,1.
